 inclination_EM log10_n0
0 1.13669926451731 -1.8984293713766447
1 1.4287788428226151 -3.6408673532398095
2 0.9584201321577066 -1.5888956101392244
3 1.4397326287247227 -4.79206874237902
4 0.9401949565505632 -4.5489441017080265
5 1.3218776829507766 -4.0927870421357895
6 1.2603211567313006 -0.7664479090266463
7 0.3274613493838889 -2.33306348865326
8 1.2514785715395302 -4.71729520208361
9 0.4694807777228275 -1.6725884504189552
10 1.4008699221561176 -4.313429492755728
11 0.9909108301176128 -3.085324586714921
12 0.7726366450027092 -2.277125153818184
13 1.3961852400821242 -4.282572430121519
14 1.471180581970813 -2.492188935766756
15 1.517546742742398 -4.969649504084315
16 0.2524353248499395 -1.3359813432831444
17 1.4876768312112156 -4.215042726712795
18 0.5210785384415711 -4.3301994509637085
19 1.0816322002280447 -3.6944535987689098
20 0.2625546415362204 -1.0392138869852905
21 0.93787509807664 -0.1117085104101844
22 1.3227237853563216 -1.934972338683516
23 0.550374483041518 -1.2163438355645182
24 0.8318423669157676 -0.5383685950787207
25 1.0537935264889708 -2.627855708422992
26 1.434237840308639 -4.331131153676607
27 1.3092411647475233 -1.4611061994165446
28 0.4647292023466685 -4.723562401841141
29 0.7760292888115355 -1.7772537135933488
30 1.128376567209202 -1.8935271252125303
31 1.023313239783315 -2.8350257728174157
32 0.6839450861193945 -0.2799345233594286
33 0.7787067461813857 -3.304492482489807
34 1.3684855529044695 -0.9973459608447186
35 1.4700465709585018 -2.60442432096821
36 1.3410275759881038 -2.513476371755328
37 1.1068836672165636 -0.633715740225032
38 0.9839004596077402 -3.69347141510918
39 0.9524541580319223 -3.973612905817131
40 1.1638816060352326 -2.6662432847754483
41 1.0848678973083796 -3.667602984328571
42 1.3668975955750504 -3.350877838117324
43 0.7415111952025365 -0.9381491955998094
44 1.015028427448758 -0.8011178467556395
45 1.2699138045891738 -0.1546205243882186
46 1.415628563752965 -4.837515400604729
47 1.129909032786311 -3.136409770003288
48 1.1423955477784424 -4.7818679057744005
49 1.055267355299062 -3.582682675609123
50 0.3252182933874009 -2.533247390156117
51 1.519395334048645 -3.951092524604345
52 0.2790653024143295 -2.8519054147189387
53 1.2007397945362837 -1.866071607537763
54 0.9267735451276284 -3.626366376393837
55 0.6703137164816947 -2.0867134102410527
56 0.4722243939161263 -1.7156769385539024
57 0.6000010050879829 -1.6737538927094349
58 1.3161814172499455 -1.9592996132125884
59 1.352860454963432 -4.617325941259322
60 0.4486066488498091 -2.207301555748616
61 1.34226925455358 -2.756964494052375
62 1.2814752745442382 -3.5666786504996377
63 0.5080487785921429 -4.490435016866525
64 1.5466640100772877 -2.181203641803416
65 1.5383671979600089 -1.8785749279968649
66 1.5017678892784307 -4.500898892030831
67 0.3089790370946036 -4.302466303777746
68 1.1869018791462564 -0.934500637635776
69 1.2569964587908018 -3.3487182140730725
70 0.3578169222878218 -0.4579103972765557
71 1.2804376295948523 -2.9994124724188147
72 0.593422174732841 -4.089001437937162
73 1.0064738152867871 -1.5958410722614895
74 1.3650921201211283 -2.673925552581677
75 0.5216361505991564 -1.5695377143580609
76 1.3306117671090498 -4.544999905037372
77 1.500259283952073 -1.0375286976311986
78 0.537421787615981 -2.353790792046953
79 1.5652117466729631 -0.8748831210461789
80 1.1352509921709946 -2.5869971597089974
81 1.402540844527438 -1.772500231671899
82 1.0504761393682176 -1.7383160436635237
83 0.9472018582592532 -3.75183618127954
84 0.6586235994033793 -1.0955625891179728
85 1.0154129796378264 -2.3693963765518733
86 1.4204741035019133 -2.966356841585416
87 1.2916199835331934 -2.314164329857298
88 1.189494254934868 -0.4512568412222748
89 0.6788003401988699 -2.4609849529848384
90 1.2538639116171928 -3.841842120155763
91 1.4222905186145869 -2.1905044730104457
92 1.175783390775854 -3.738696970389356
93 1.5283982515623518 -2.706655052408782
94 1.3227787785488694 -0.5710430987092234
95 1.0055678312187484 -3.454463755076924
96 0.6732043489144669 -4.829119120229127
97 0.9645754030077084 -0.6207787129014566
98 1.0846173278610594 -1.0696320196833806
99 1.53862539696027 -0.4071245983127731
100 1.0793223384038593 -3.5507562078509687
101 0.743792368909705 -4.320491332762623
102 0.6832401091984232 -0.7586319927791285
103 1.4764985493058638 -0.9753324575409604
104 0.9528828263579034 -4.680502835273667
105 0.25447121964187 -1.2271321104600217
106 0.3149198986573839 -3.7968345195158153
107 0.604750852847026 -2.610225998662132
108 1.4551646248248342 -4.355149634849283
109 1.5155020549010934 -0.8003447727080681
110 0.2905248967433785 -1.4818998529262286
111 1.1663963010526472 -1.1734710658056096
112 1.0191624794517202 -3.628392220369561
113 1.3412246490150448 -0.9361685664712044
114 1.5327791820346657 -1.434482972482964
115 1.4279082973277686 -3.1375117775631365
116 0.6440732385768466 -4.236588277312439
