redshift    gw_detected    grb_detected    DeltaOmega    telt_vr    lsstg    lssti    telt_ztf    ztfg    ztfi    telt_pstarrs    ps1::g    ps1::i    telt_ultrasat    ultrasat_custom    radio_afterglow    opt_afterglow    xray_afterglow    telt_vr_afterglow 
0.856    1    0    1522.15    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.027    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.460    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.564    1    0    541.15    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.803    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.557    1    0    1023.56    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
4.421    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.733    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.877    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.515    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
5.497    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.489    1    0    740.99    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.553    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.305    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.527    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.914    1    0    5942.27    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.091    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
3.999    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.453    1    0    1576.74    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.140    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.606    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.014    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.838    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.528    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.896    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.909    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
3.304    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.590    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.638    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.459    1    0    575.48    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.600    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.805    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.851    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.755    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.137    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.810    1    0    1898.63    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.801    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.454    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.434    1    0    309.05    0    0    0    0    0    0    0    0    0    0.03125    0    0    0    0    0.0 
1.013    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.580    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.859    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.192    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.764    1    0    2283.47    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.293    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.960    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.729    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.041    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.508    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
7.202    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.841    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.419    1    0    242.90    0    0    0    0    0    0    0    0    0    0.03125    0    0    0    0    0.0 
2.059    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
3.201    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.689    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.609    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.061    1    0    3660.45    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.432    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.896    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.629    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.936    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.570    1    0    7573.25    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.931    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.230    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.552    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.663    1    0    2025.37    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.358    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.395    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.373    1    0    5031.62    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.958    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.008    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.515    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.417    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.420    1    0    8007.68    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.259    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
3.727    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.598    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.946    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.880    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
5.031    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.467    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.006    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.509    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.632    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.403    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
3.449    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.933    1    0    4666.39    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.614    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.144    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.335    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.705    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
3.260    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.109    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.261    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.722    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.154    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.757    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.082    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.637    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.689    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.133    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.858    1    0    4099.60    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.575    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.914    1    0    3330.34    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.585    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.048    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.839    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.710    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.562    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.293    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.489    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.289    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
1.268    1    0    11489.20    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.870    1    0    4136.91    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
3.170    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
0.769    1    0    1856.56    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
2.516    0    0    inf    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
